'Elapsed time','EEG Fp1'
3.296,1.932
3.298,1.247
3.300,0.099
3.302,-1.498
3.304,-3.469
3.306,-5.673
3.308,-7.921
3.310,-9.986
3.312,-11.661
3.314,-12.784
3.316,-13.277
3.318,-13.162
3.320,-12.551
3.322,-11.624
3.324,-10.602
3.326,-9.704
3.328,-9.118
3.330,-8.959
3.332,-9.248
3.334,-9.911
3.336,-10.793
3.338,-11.699
3.340,-12.452
3.342,-12.942
3.344,-13.162
3.346,-13.195
3.348,-13.181
3.350,-13.253
3.352,-13.477
3.354,-13.841
3.356,-14.245
3.358,-14.554
3.360,-14.647
3.362,-14.444
3.364,-13.934
3.366,-13.146
3.368,-12.120
3.370,-10.887
3.372,-9.457
3.374,-7.833
3.376,-6.045
3.378,-4.164
3.380,-2.327
3.382,-0.703
3.384,0.523
3.386,1.199
3.388,1.239
3.390,0.635
3.392,-0.531
3.394,-2.112
3.396,-3.903
3.398,-5.673
3.400,-7.187
3.402,-8.227
3.404,-8.637
3.406,-8.335
3.408,-7.354
3.410,-5.831
3.412,-3.992
3.414,-2.107
3.416,-0.432
3.418,0.852
3.420,1.676
3.422,2.099
3.424,2.270
3.426,2.388
3.428,2.640
3.430,3.144
3.432,3.916
3.434,4.868
3.436,5.836
3.438,6.624
3.440,7.064
3.442,7.058
3.444,6.597
3.446,5.759
3.448,4.686
3.450,3.525
3.452,2.415
3.454,1.442
3.456,0.644
3.458,0.032
3.460,-0.397
3.462,-0.640
3.464,-0.683
3.466,-0.518
3.468,-0.159
3.470,0.346
3.472,0.906
3.474,1.404
3.476,1.715
3.478,1.735
3.480,1.407
3.482,0.718
3.484,-0.281
3.486,-1.487
3.488,-2.758
3.490,-3.925
3.492,-4.818
3.494,-5.294
3.496,-5.268
3.498,-4.734
3.500,-3.758
3.502,-2.461
3.504,-0.992
3.506,0.514
3.508,1.949
3.510,3.244
3.512,4.346
3.514,5.212
3.516,5.793
3.518,6.032
3.520,5.882
3.522,5.311
3.524,4.319
3.526,2.930
3.528,1.203
3.530,-0.772
3.532,-2.857
3.534,-4.860
3.536,-6.546
3.538,-7.661
3.540,-7.981
3.542,-7.396
3.544,-5.936
3.546,-3.812
3.548,-1.362
3.550,1.006
3.552,2.917
3.554,4.101
3.556,4.432
3.558,3.936
3.560,2.734
3.562,0.998
3.564,-1.088
3.566,-3.364
3.568,-5.676
3.570,-7.866
3.572,-9.766
3.574,-11.195
3.576,-11.985
3.578,-12.010
3.580,-11.213
3.582,-9.607
3.584,-7.279
3.586,-4.364
3.588,-1.030
3.590,2.539
3.592,6.142
3.594,9.570
3.596,12.597
3.598,15.001
3.600,16.585
3.602,17.219
3.604,16.868
3.606,15.623
3.608,13.696
3.610,11.394
3.612,9.064
3.614,7.011
3.616,5.439
3.618,4.393
3.620,3.764
3.622,3.333
3.624,2.849
3.626,2.099
3.628,0.986
3.630,-0.469
3.632,-2.139
3.634,-3.850
3.636,-5.421
3.638,-6.710
3.640,-7.611
3.642,-8.055
3.644,-8.000
3.646,-7.437
3.648,-6.399
3.650,-4.986
3.652,-3.359
3.654,-1.713
3.656,-0.241
3.658,0.933
3.660,1.774
3.662,2.345
3.664,2.777
3.666,3.211
3.668,3.743
3.670,4.399
3.672,5.131
3.674,5.846
3.676,6.460
3.678,6.929
3.680,7.259
3.682,7.503
3.684,7.720
3.686,7.949
3.688,8.184
3.690,8.361
3.692,8.388
3.694,8.166
3.696,7.611
3.698,6.691
3.700,5.428
3.702,3.900
3.704,2.228
3.706,0.550
3.708,-1.008
3.710,-2.357
3.712,-3.463
3.714,-4.332
3.716,-5.002
3.718,-5.507
3.720,-5.865
3.722,-6.074
3.724,-6.129
3.726,-6.056
3.728,-5.922
3.730,-5.830
3.732,-5.882
3.734,-6.152
3.736,-6.632
3.738,-7.232
3.740,-7.809
3.742,-8.216
3.744,-8.346
3.746,-8.166
3.748,-7.718
3.750,-7.085
3.752,-6.356
3.754,-5.606
3.756,-4.889
3.758,-4.247
3.760,-3.735
3.762,-3.421
3.764,-3.367
3.766,-3.598
3.768,-4.072
3.770,-4.667
3.772,-5.209
3.774,-5.522
3.776,-5.488
3.778,-5.104
3.780,-4.474
3.782,-3.790
3.784,-3.260
3.786,-3.037
3.788,-3.174
3.790,-3.616
3.792,-4.219
3.794,-4.817
3.796,-5.263
3.798,-5.482
3.800,-5.461
3.802,-5.249
3.804,-4.901
3.806,-4.461
3.808,-3.933
3.810,-3.289
3.812,-2.488
3.814,-1.515
3.816,-0.394
3.818,0.794
3.820,1.925
3.822,2.855
3.824,3.452
3.826,3.616
3.828,3.292
3.830,2.472
3.832,1.199
3.834,-0.439
3.836,-2.287
3.838,-4.141
3.840,-5.745
3.842,-6.838
3.844,-7.209
3.846,-6.759
3.848,-5.543
3.850,-3.772
3.852,-1.782
3.854,0.051
3.856,1.384
3.858,1.987
3.860,1.770
3.862,0.783
3.864,-0.826
3.866,-2.855
3.868,-5.094
3.870,-7.348
3.872,-9.444
3.874,-11.240
3.876,-12.619
3.878,-13.498
3.880,-13.844
3.882,-13.686
3.884,-13.119
3.886,-12.292
3.888,-11.401
3.890,-10.650
3.892,-10.224
3.894,-10.254
3.896,-10.803
3.898,-11.846
3.900,-13.280
3.902,-14.926
3.904,-16.564
3.906,-17.963
3.908,-18.912
3.910,-19.262
3.912,-18.956
3.914,-18.039
3.916,-16.659
3.918,-15.049
3.920,-13.479
3.922,-12.214
3.924,-11.444
3.926,-11.251
3.928,-11.584
3.930,-12.272
3.932,-13.069
3.934,-13.715
3.936,-13.994
3.938,-13.779
3.940,-13.048
3.942,-11.875
3.944,-10.398
3.946,-8.787
3.948,-7.204
3.950,-5.788
3.952,-4.635
3.954,-3.790
3.956,-3.252
3.958,-2.976
3.960,-2.882
3.962,-2.876
3.964,-2.866
3.966,-2.775
3.968,-2.538
3.970,-2.110
3.972,-1.458
3.974,-0.566
3.976,0.557
3.978,1.858
3.980,3.236
3.982,4.547
3.984,5.625
3.986,6.329
3.988,6.568
3.990,6.346
3.992,5.743
3.994,4.917
3.996,4.043
3.998,3.289
4.000,2.785
4.002,2.601
4.004,2.766
4.006,3.263
4.008,4.066
4.010,5.118
4.012,6.370
4.014,7.745
4.016,9.162
4.018,10.525
4.020,11.757
4.022,12.776
4.024,13.513
4.026,13.899
4.028,13.851
4.030,13.283
4.032,12.115
4.034,10.321
4.036,7.968
4.038,5.232
4.040,2.402
4.042,-0.159
4.044,-2.113
4.046,-3.217
4.048,-3.389
4.050,-2.721
4.052,-1.440
4.054,0.159
4.056,1.804
4.058,3.292
4.060,4.511
4.062,5.432
4.064,6.059
4.066,6.404
4.068,6.463
4.070,6.211
4.072,5.614
4.074,4.641
4.076,3.289
4.078,1.573
4.080,-0.459
4.082,-2.721
4.084,-5.080
4.086,-7.362
4.088,-9.348
4.090,-10.803
4.092,-11.501
4.094,-11.275
4.096,-10.042
4.098,-7.841
4.100,-4.828
4.102,-1.268
4.104,2.515
4.106,6.187
4.108,9.458
4.110,12.136
4.112,14.136
4.114,15.474
4.116,16.219
4.118,16.458
4.120,16.251
4.122,15.631
4.124,14.624
4.126,13.291
4.128,11.744
4.130,10.160
4.132,8.731
4.134,7.627
4.136,6.921
4.138,6.584
4.140,6.511
4.142,6.565
4.144,6.653
4.146,6.755
4.148,6.930
4.150,7.271
4.152,7.844
4.154,8.640
4.156,9.571
4.158,10.489
4.160,11.235
4.162,11.696
4.164,11.814
4.166,11.595
4.168,11.080
4.170,10.319
4.172,9.359
4.174,8.248
4.176,7.058
4.178,5.889
4.180,4.873
4.182,4.152
4.184,3.839
4.186,3.978
4.188,4.530
4.190,5.373
4.192,6.334
4.194,7.230
4.196,7.922
4.198,8.335
4.200,8.472
4.202,8.394
4.204,8.192
4.206,7.929
4.208,7.634
4.210,7.287
4.212,6.838
4.214,6.240
4.216,5.496
4.218,4.668
4.220,3.874
4.222,3.260
4.224,2.946
4.226,2.989
4.228,3.367
4.230,3.984
4.232,4.708
4.234,5.413
4.236,6.011
4.238,6.458
4.240,6.744
4.242,6.870
4.244,6.834
4.246,6.629
4.248,6.259
4.250,5.766
4.252,5.239
4.254,4.817
4.256,4.651
4.258,4.868
4.260,5.536
4.262,6.627
4.264,8.042
4.266,9.618
4.268,11.187
4.270,12.595
4.272,13.725
4.274,14.498
4.276,14.862
4.278,14.785
4.280,14.254
4.282,13.286
4.284,11.942
4.286,10.326
4.288,8.586
4.290,6.884
4.292,5.362
4.294,4.121
4.296,3.201
4.298,2.587
4.300,2.230
4.302,2.058
4.304,2.005
4.306,2.024
4.308,2.096
4.310,2.220
4.312,2.418
4.314,2.710
4.316,3.101
4.318,3.563
4.320,4.037
4.322,4.429
4.324,4.654
4.326,4.665
4.328,4.477
4.330,4.174
4.332,3.887
4.334,3.739
4.336,3.806
4.338,4.080
4.340,4.469
4.342,4.825
4.344,4.999
4.346,4.879
4.348,4.428
4.350,3.697
4.352,2.812
4.354,1.954
4.356,1.333
4.358,1.144
4.360,1.541
4.362,2.590
4.364,4.251
4.366,6.359
4.368,8.640
4.370,10.769
4.372,12.393
4.374,13.238
4.376,13.149
4.378,12.127
4.380,10.335
4.382,8.072
4.384,5.715
4.386,3.625
4.388,2.091
4.390,1.255
4.392,1.089
4.394,1.418
4.396,1.965
4.398,2.448
4.400,2.640
4.402,2.431
4.404,1.831
4.406,0.957
4.408,-0.027
4.410,-0.946
4.412,-1.659
4.414,-2.070
4.416,-2.134
4.418,-1.847
4.420,-1.244
4.422,-0.388
4.424,0.624
4.426,1.672
4.428,2.625
4.430,3.362
4.432,3.775
4.434,3.796
4.436,3.391
4.438,2.568
4.440,1.370
4.442,-0.126
4.444,-1.812
4.446,-3.550
4.448,-5.187
4.450,-6.557
4.452,-7.516
4.454,-7.953
4.456,-7.825
4.458,-7.176
4.460,-6.141
4.462,-4.936
4.464,-3.828
4.466,-3.077
4.468,-2.888
4.470,-3.362
4.472,-4.463
4.474,-6.032
4.476,-7.827
4.478,-9.562
4.480,-10.983
4.482,-11.895
4.484,-12.192
4.486,-11.852
4.488,-10.929
4.490,-9.522
4.492,-7.774
4.494,-5.841
4.496,-3.884
4.498,-2.062
4.500,-0.509
4.502,0.675
4.504,1.426
4.506,1.734
4.508,1.622
4.510,1.156
4.512,0.426
4.514,-0.466
4.516,-1.396
4.518,-2.235
4.520,-2.847
4.522,-3.105
4.524,-2.909
4.526,-2.206
4.528,-1.010
4.530,0.579
4.532,2.384
4.534,4.176
4.536,5.707
4.538,6.763
4.540,7.197
4.542,6.952
4.544,6.077
4.546,4.704
4.548,3.013
4.550,1.215
4.552,-0.504
4.554,-2.003
4.556,-3.198
4.558,-4.072
4.560,-4.661
4.562,-5.039
4.564,-5.300
4.566,-5.536
4.568,-5.809
4.570,-6.129
4.572,-6.450
4.574,-6.669
4.576,-6.640
4.578,-6.222
4.580,-5.314
4.582,-3.901
4.584,-2.070
4.586,-0.003
4.588,2.058
4.590,3.869
4.592,5.243
4.594,6.090
4.596,6.425
4.598,6.353
4.600,6.015
4.602,5.549
4.604,5.058
4.606,4.589
4.608,4.153
4.610,3.737
4.612,3.324
4.614,2.895
4.616,2.434
4.618,1.924
4.620,1.349
4.622,0.719
4.624,0.078
4.626,-0.488
4.628,-0.880
4.630,-1.014
4.632,-0.877
4.634,-0.555
4.636,-0.233
4.638,-0.142
4.640,-0.499
4.642,-1.437
4.644,-2.949
4.646,-4.897
4.648,-7.045
4.650,-9.125
4.652,-10.895
4.654,-12.190
4.656,-12.927
4.658,-13.104
4.660,-12.780
4.662,-12.058
4.664,-11.067
4.666,-9.959
4.668,-8.886
4.670,-7.981
4.672,-7.329
4.674,-6.938
4.676,-6.732
4.678,-6.562
4.680,-6.236
4.682,-5.578
4.684,-4.466
4.686,-2.869
4.688,-0.863
4.690,1.392
4.692,3.675
4.694,5.740
4.696,7.370
4.698,8.394
4.700,8.721
4.702,8.351
4.704,7.382
4.706,5.973
4.708,4.346
4.710,2.731
4.712,1.333
4.714,0.301
4.716,-0.290
4.718,-0.455
4.720,-0.276
4.722,0.110
4.724,0.550
4.726,0.898
4.728,1.048
4.730,0.959
4.732,0.652
4.734,0.209
4.736,-0.255
4.738,-0.616
4.740,-0.782
4.742,-0.703
4.744,-0.396
4.746,0.078
4.748,0.622
4.750,1.137
4.752,1.547
4.754,1.818
4.756,1.967
4.758,2.046
4.760,2.131
4.762,2.284
4.764,2.544
4.766,2.908
4.768,3.333
4.770,3.763
4.772,4.139
4.774,4.426
4.776,4.627
4.778,4.767
4.780,4.892
4.782,5.039
4.784,5.228
4.786,5.456
4.788,5.702
4.790,5.924
4.792,6.090
4.794,6.161
4.796,6.098
4.798,5.858
4.800,5.394
4.802,4.657
4.804,3.617
4.806,2.273
4.808,0.662
4.810,-1.150
4.812,-3.077
4.814,-5.037
4.816,-6.962
4.818,-8.791
4.820,-10.463
4.822,-11.889
4.824,-12.945
4.826,-13.487
4.828,-13.380
4.830,-12.549
4.832,-11.008
4.834,-8.882
4.836,-6.381
4.838,-3.758
4.840,-1.250
4.842,0.965
4.844,2.804
4.846,4.267
4.848,5.432
4.850,6.420
4.852,7.369
4.854,8.415
4.856,9.662
4.858,11.173
4.860,12.943
4.862,14.910
4.864,16.945
4.866,18.881
4.868,20.519
4.870,21.682
4.872,22.218
4.874,22.031
4.876,21.074
4.878,19.366
4.880,16.977
4.882,14.021
4.884,10.650
4.886,7.040
4.888,3.377
4.890,-0.158
4.892,-3.397
4.894,-6.201
4.896,-8.468
4.898,-10.136
4.900,-11.211
4.902,-11.758
4.904,-11.910
4.906,-11.844
4.908,-11.753
4.910,-11.793
4.912,-12.053
4.914,-12.533
4.916,-13.146
4.918,-13.744
4.920,-14.175
4.922,-14.305
4.924,-14.060
4.926,-13.412
4.928,-12.379
4.930,-10.991
4.932,-9.289
4.934,-7.315
4.936,-5.121
4.938,-2.791
4.940,-0.435
4.942,1.807
4.944,3.790
4.946,5.372
4.948,6.447
4.950,6.938
4.952,6.807
4.954,6.043
4.956,4.665
4.958,2.732
4.960,0.341
4.962,-2.357
4.964,-5.176
4.966,-7.908
4.968,-10.361
4.970,-12.395
4.972,-13.934
4.974,-14.985
4.976,-15.605
4.978,-15.887
4.980,-15.923
4.982,-15.785
4.984,-15.533
4.986,-15.218
4.988,-14.891
4.990,-14.618
4.992,-14.457
4.994,-14.450
4.996,-14.584
4.998,-14.785
5.000,-14.921
5.002,-14.827
5.004,-14.347
5.006,-13.387
5.008,-11.946
5.010,-10.128
5.012,-8.122
5.014,-6.169
5.016,-4.507
5.018,-3.332
5.020,-2.748
5.022,-2.780
5.024,-3.361
5.026,-4.362
5.028,-5.622
5.030,-6.975
5.032,-8.264
5.034,-9.369
5.036,-10.219
5.038,-10.788
5.040,-11.112
5.042,-11.268
5.044,-11.369
5.046,-11.530
5.048,-11.855
5.050,-12.404
5.052,-13.174
5.054,-14.115
5.056,-15.133
5.058,-16.125
5.060,-17.006
5.062,-17.719
5.064,-18.238
5.066,-18.553
5.068,-18.642
5.070,-18.463
5.072,-17.963
5.074,-17.084
5.076,-15.821
5.078,-14.224
5.080,-12.417
5.082,-10.571
5.084,-8.858
5.086,-7.399
5.088,-6.228
5.090,-5.289
5.092,-4.450
5.094,-3.555
5.096,-2.477
5.098,-1.148
5.100,0.416
5.102,2.140
5.104,3.914
5.106,5.635
5.108,7.230
5.110,8.672
5.112,9.959
5.114,11.095
5.116,12.076
5.118,12.871
5.120,13.433
5.122,13.704
5.124,13.632
5.126,13.166
5.128,12.262
5.130,10.867
5.132,8.919
5.134,6.367
5.136,3.198
5.138,-0.536
5.140,-4.688
5.142,-9.018
5.144,-13.225
5.146,-16.998
5.148,-20.063
5.150,-22.239
5.152,-23.446
5.154,-23.709
5.156,-23.130
5.158,-21.861
5.160,-20.074
5.162,-17.953
5.164,-15.687
5.166,-13.455
5.168,-11.430
5.170,-9.747
5.172,-8.492
5.174,-7.670
5.176,-7.203
5.178,-6.933
5.180,-6.657
5.182,-6.166
5.184,-5.283
5.186,-3.901
5.188,-2.003
5.190,0.364
5.192,3.093
5.194,6.055
5.196,9.123
5.198,12.170
5.200,15.072
5.202,17.698
5.204,19.899
5.206,21.511
5.208,22.374
5.210,22.358
5.212,21.398
5.214,19.510
5.216,16.805
5.218,13.479
5.220,9.798
5.222,6.055
5.224,2.542
5.226,-0.491
5.228,-2.857
5.230,-4.448
5.232,-5.236
5.234,-5.254
5.236,-4.589
5.238,-3.361
5.240,-1.711
5.242,0.199
5.244,2.195
5.246,4.097
5.248,5.724
5.250,6.921
5.252,7.570
5.254,7.605
5.256,7.021
5.258,5.881
5.260,4.294
5.262,2.431
5.264,0.504
5.266,-1.239
5.268,-2.549
5.270,-3.204
5.272,-3.059
5.274,-2.081
5.276,-0.368
5.278,1.865
5.280,4.330
5.282,6.720
5.284,8.776
5.286,10.337
5.288,11.345
5.290,11.855
5.292,11.996
5.294,11.919
5.296,11.768
5.298,11.635
5.300,11.551
5.302,11.489
5.304,11.385
5.306,11.173
5.308,10.822
5.310,10.350
5.312,9.807
5.314,9.262
5.316,8.760
5.318,8.299
5.320,7.825
5.322,7.257
5.324,6.507
5.326,5.520
5.328,4.303
5.330,2.906
5.332,1.420
5.334,-0.049
5.336,-1.400
5.338,-2.546
5.340,-3.421
5.342,-3.991
5.344,-4.263
5.346,-4.298
5.348,-4.214
5.350,-4.169
5.352,-4.322
5.354,-4.787
5.356,-5.579
5.358,-6.608
5.360,-7.673
5.362,-8.528
5.364,-8.945
5.366,-8.774
5.368,-7.997
5.370,-6.712
5.372,-5.110
5.374,-3.412
5.376,-1.817
5.378,-0.469
5.380,0.566
5.382,1.279
5.384,1.702
5.386,1.885
5.388,1.882
5.390,1.732
5.392,1.475
5.394,1.144
5.396,0.774
5.398,0.410
5.400,0.104
5.402,-0.089
5.404,-0.115
5.406,0.070
5.408,0.477
5.410,1.081
5.412,1.810
5.414,2.549
5.416,3.148
5.418,3.445
5.420,3.286
5.422,2.557
5.424,1.206
5.426,-0.737
5.428,-3.150
5.430,-5.841
5.432,-8.570
5.434,-11.091
5.436,-13.203
5.438,-14.781
5.440,-15.785
5.442,-16.261
5.444,-16.294
5.446,-15.978
5.448,-15.379
5.450,-14.517
5.452,-13.375
5.454,-11.918
5.456,-10.117
5.458,-7.984
5.460,-5.574
5.462,-2.978
5.464,-0.314
5.466,2.302
5.468,4.777
5.470,7.048
5.472,9.080
5.474,10.852
5.476,12.350
5.478,13.546
5.480,14.411
5.482,14.908
5.484,15.025
5.486,14.768
5.488,14.181
5.490,13.339
5.492,12.339
5.494,11.294
5.496,10.313
5.498,9.501
5.500,8.949
5.502,8.720
5.504,8.830
5.506,9.243
5.508,9.865
5.510,10.544
5.512,11.106
5.514,11.393
5.516,11.280
5.518,10.718
5.520,9.725
5.522,8.362
5.524,6.720
5.526,4.868
5.528,2.868
5.530,0.766
5.532,-1.384
5.534,-3.487
5.536,-5.407
5.538,-6.967
5.540,-7.980
5.542,-8.276
5.544,-7.752
5.546,-6.389
5.548,-4.273
5.550,-1.587
5.552,1.407
5.554,4.399
5.556,7.072
5.558,9.154
5.560,10.449
5.562,10.882
5.564,10.514
5.566,9.528
5.568,8.193
5.570,6.831
5.572,5.736
5.574,5.131
5.576,5.131
5.578,5.716
5.580,6.753
5.582,8.013
5.584,9.221
5.586,10.112
5.588,10.484
5.590,10.232
5.592,9.378
5.594,8.067
5.596,6.531
5.598,5.039
5.600,3.849
5.602,3.137
5.604,2.975
5.606,3.313
5.608,3.991
5.610,4.767
5.612,5.377
5.614,5.550
5.616,5.098
5.618,3.909
5.620,2.003
5.622,-0.474
5.624,-3.263
5.626,-6.029
5.628,-8.410
5.630,-10.082
5.632,-10.822
5.634,-10.544
5.636,-9.316
5.638,-7.342
5.640,-4.917
5.642,-2.378
5.644,-0.033
5.646,1.869
5.648,3.174
5.650,3.814
5.652,3.809
5.654,3.246
5.656,2.263
5.658,1.027
5.660,-0.287
5.662,-1.528
5.664,-2.579
5.666,-3.389
5.668,-3.970
5.670,-4.378
5.672,-4.700
5.674,-5.015
5.676,-5.370
5.678,-5.777
5.680,-6.208
5.682,-6.610
5.684,-6.927
5.686,-7.115
5.688,-7.163
5.690,-7.099
5.692,-6.992
5.694,-6.938
5.696,-7.037
5.698,-7.362
5.700,-7.927
5.702,-8.672
5.704,-9.466
5.706,-10.138
5.708,-10.512
5.710,-10.460
5.712,-9.924
5.714,-8.941
5.716,-7.626
5.718,-6.142
5.720,-4.673
5.722,-3.380
5.724,-2.373
5.726,-1.697
5.728,-1.313
5.730,-1.110
5.732,-0.930
5.734,-0.593
5.736,0.056
5.738,1.110
5.740,2.563
5.742,4.305
5.744,6.128
5.746,7.772
5.748,8.997
5.750,9.634
5.752,9.638
5.754,9.096
5.756,8.198
5.758,7.173
5.760,6.220
5.762,5.461
5.764,4.917
5.766,4.525
5.768,4.185
5.770,3.809
5.772,3.340
5.774,2.761
5.776,2.081
5.778,1.329
5.780,0.533
5.782,-0.260
5.784,-0.990
5.786,-1.585
5.788,-1.987
5.790,-2.169
5.792,-2.155
5.794,-2.013
5.796,-1.829
5.798,-1.652
5.800,-1.466
5.802,-1.171
5.804,-0.624
5.806,0.314
5.808,1.715
5.810,3.541
5.812,5.646
5.814,7.790
5.816,9.710
5.818,11.152
5.820,11.918
5.822,11.870
5.824,10.959
5.826,9.200
5.828,6.697
5.830,3.630
5.832,0.257
5.834,-3.123
5.836,-6.206
5.838,-8.740
5.840,-10.565
5.842,-11.640
5.844,-12.032
5.846,-11.886
5.848,-11.367
5.850,-10.624
5.852,-9.750
5.854,-8.790
5.856,-7.742
5.858,-6.586
5.860,-5.310
5.862,-3.920
5.864,-2.447
5.866,-0.941
5.868,0.545
5.870,1.960
5.872,3.262
5.874,4.420
5.876,5.402
5.878,6.188
5.880,6.753
5.882,7.086
5.884,7.203
5.886,7.152
5.888,7.011
5.890,6.884
5.892,6.863
5.894,7.008
5.896,7.334
5.898,7.798
5.900,8.323
5.902,8.814
5.904,9.185
5.906,9.369
5.908,9.311
5.910,8.962
5.912,8.279
5.914,7.220
5.916,5.769
5.918,3.946
5.920,1.829
5.922,-0.450
5.924,-2.729
5.926,-4.850
5.928,-6.686
5.930,-8.168
5.932,-9.276
5.934,-10.023
5.936,-10.425
5.938,-10.476
5.940,-10.147
5.942,-9.388
5.944,-8.173
5.946,-6.522
5.948,-4.539
5.950,-2.415
5.952,-0.399
5.954,1.242
5.956,2.278
5.958,2.566
5.960,2.089
5.962,0.957
5.964,-0.617
5.966,-2.357
5.968,-3.975
5.970,-5.219
5.972,-5.911
5.974,-5.964
5.976,-5.377
5.978,-4.231
5.980,-2.659
5.982,-0.823
5.984,1.116
5.986,3.022
5.988,4.806
5.990,6.418
5.992,7.870
5.994,9.177
5.996,10.353
5.998,11.361
6.000,12.106
6.002,12.446
6.004,12.222
6.006,11.320
6.008,9.715
6.010,7.501
6.012,4.873
6.014,2.078
6.016,-0.648
6.018,-3.142
6.020,-5.348
6.022,-7.297
6.024,-9.077
6.026,-10.769
6.028,-12.406
6.030,-13.950
6.032,-15.293
6.034,-16.283
6.036,-16.750
6.038,-16.554
6.040,-15.596
6.042,-13.860
6.044,-11.415
6.046,-8.420
6.048,-5.110
6.050,-1.761
6.052,1.362
6.054,4.043
6.056,6.152
6.058,7.664
6.060,8.648
6.062,9.240
6.064,9.600
6.066,9.873
6.068,10.157
6.070,10.479
6.072,10.798
6.074,11.012
6.076,10.994
6.078,10.643
6.080,9.890
6.082,8.745
6.084,7.303
6.086,5.704
6.088,4.128
6.090,2.755
6.092,1.739
6.094,1.187
6.096,1.150
6.098,1.622
6.100,2.530
6.102,3.737
6.104,5.053
6.106,6.244
6.108,7.067
6.110,7.299
6.112,6.779
6.114,5.440
6.116,3.332
6.118,0.611
6.120,-2.475
6.122,-5.627
6.124,-8.557
6.126,-11.023
6.128,-12.876
6.130,-14.072
6.132,-14.655
6.134,-14.726
6.136,-14.409
6.138,-13.809
6.140,-12.997
6.142,-12.009
6.144,-10.857
6.146,-9.555
6.148,-8.131
6.150,-6.633
6.152,-5.129
6.154,-3.692
6.156,-2.400
6.158,-1.322
6.160,-0.523
6.162,-0.059
6.164,0.021
6.166,-0.305
6.168,-1.022
6.170,-2.070
6.172,-3.326
6.174,-4.622
6.176,-5.763
6.178,-6.568
6.180,-6.901
6.182,-6.707
6.184,-6.019
6.186,-4.956
6.188,-3.691
6.190,-2.429
6.192,-1.362
6.194,-0.652
6.196,-0.407
6.198,-0.665
6.200,-1.399
6.202,-2.495
6.204,-3.756
6.206,-4.925
6.208,-5.696
6.210,-5.782
6.212,-4.970
6.214,-3.196
6.216,-0.569
6.218,2.616
6.220,5.940
6.222,8.941
6.224,11.227
6.226,12.552
6.228,12.868
6.230,12.310
6.232,11.123
6.234,9.605
6.236,8.008
6.238,6.503
6.240,5.188
6.242,4.104
6.244,3.265
6.246,2.683
6.248,2.369
6.250,2.324
6.252,2.522
6.254,2.911
6.256,3.418
6.258,3.964
6.260,4.472
6.262,4.869
6.264,5.075
6.266,5.008
6.268,4.574
6.270,3.734
6.272,2.496
6.274,0.959
6.276,-0.699
6.278,-2.241
6.280,-3.434
6.282,-4.093
6.284,-4.129
6.286,-3.570
6.288,-2.544
6.290,-1.257
6.292,0.062
6.294,1.201
6.296,2.014
6.298,2.456
6.300,2.582
6.302,2.544
6.304,2.538
6.306,2.745
6.308,3.286
6.310,4.176
6.312,5.327
6.314,6.574
6.316,7.731
6.318,8.619
6.320,9.112
6.322,9.125
6.324,8.626
6.326,7.618
6.328,6.133
6.330,4.235
6.332,2.016
6.334,-0.408
6.336,-2.911
6.338,-5.378
6.340,-7.720
6.342,-9.868
6.344,-11.774
6.346,-13.395
6.348,-14.682
6.350,-15.592
6.352,-16.098
6.354,-16.191
6.356,-15.881
6.358,-15.198
6.360,-14.167
6.362,-12.795
6.364,-11.088
6.366,-9.059
6.368,-6.745
6.370,-4.233
6.372,-1.644
6.374,0.882
6.376,3.220
6.378,5.289
6.380,7.053
6.382,8.530
6.384,9.768
6.386,10.808
6.388,11.690
6.390,12.428
6.392,13.018
6.394,13.434
6.396,13.631
6.398,13.543
6.400,13.090
6.402,12.182
6.404,10.756
6.406,8.784
6.408,6.319
6.410,3.514
6.412,0.600
6.414,-2.129
6.416,-4.381
6.418,-5.921
6.420,-6.622
6.422,-6.501
6.424,-5.716
6.426,-4.523
6.428,-3.227
6.430,-2.113
6.432,-1.402
6.434,-1.222
6.436,-1.609
6.438,-2.539
6.440,-3.946
6.442,-5.747
6.444,-7.852
6.446,-10.162
6.448,-12.557
6.450,-14.905
6.452,-17.058
6.454,-18.868
6.456,-20.215
6.458,-20.999
6.460,-21.156
6.462,-20.642
6.464,-19.432
6.466,-17.508
6.468,-14.870
6.470,-11.556
6.472,-7.657
6.474,-3.335
6.476,1.190
6.478,5.657
6.480,9.807
6.482,13.442
6.484,16.435
6.486,18.746
6.488,20.417
6.490,21.521
6.492,22.140
6.494,22.312
6.496,22.047
6.498,21.328
6.500,20.135
6.502,18.470
6.504,16.388
6.506,13.966
6.508,11.321
6.510,8.581
6.512,5.882
6.514,3.357
6.516,1.137
6.518,-0.649
6.520,-1.901
6.522,-2.560
6.524,-2.636
6.526,-2.222
6.528,-1.479
6.530,-0.611
6.532,0.174
6.534,0.699
6.536,0.850
6.538,0.581
6.540,-0.093
6.542,-1.094
6.544,-2.314
6.546,-3.603
6.548,-4.801
6.550,-5.751
6.552,-6.322
6.554,-6.433
6.556,-6.064
6.558,-5.255
6.560,-4.088
6.562,-2.662
6.564,-1.072
6.566,0.612
6.568,2.335
6.570,4.066
6.572,5.775
6.574,7.449
6.576,9.083
6.578,10.688
6.580,12.281
6.582,13.876
6.584,15.460
6.586,16.982
6.588,18.334
